frame_index,timestamp,waypoint_x,waypoint_y,corrected_x,corrected_y,waypoint_confidence,segmentation_confidence,road_occupancy,road_center,curvature,heading_error,white_left_ratio,white_right_ratio,white_center_ratio,steering,throttle,state,warning
0,1786288284.5518823,0.4029692838619367,0.64,0.47419975643896445,0.64,1.0,0.6124999999999999,0.645260989010989,0.5424107142857137,1.0,-0.43604004449388234,0.177,0.3474147414741474,0.28310826818289503,-0.03461173144336437,0.0,CAUTION,
1,1786288284.7131677,0.486399817925465,0.64,0.49788923920865885,0.64,0.0,0.7000000000000001,0.92876221001221,0.486399817925465,1.0,0.17433191458067102,0.178,0.3201320132013201,0.28618810708362946,0.019162124851962815,8.473188118811973e-05,NORMAL,
2,1786288284.8263667,0.4977678571428569,0.64,0.4977678571428569,0.64,0.0,0.6124999999999999,0.7794566544566545,0.4977678571428569,5.6914075702428685e-15,-8.359326303060002e-16,0.1728888888888889,0.33157315731573156,0.27292110874200426,0.03568990376374051,0.0,NORMAL,
3,1786288284.939902,0.46923973789279866,0.64,0.4869271718278346,0.64,1.0,0.7000000000000001,0.9762286324786325,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.17233333333333334,0.35247524752475246,0.25894337834636344,0.04534432010587339,0.0,NORMAL,
4,1786288285.0356026,0.5044642857142854,0.64,0.4992410714285711,0.64,0.0,0.6124999999999999,0.7451923076923077,0.5044642857142854,0.20071684587813293,5.015595781836001e-16,0.19677777777777777,0.376017601760176,0.23999052357261313,0.06035410375051818,0.0,NORMAL,
5,1786288285.1531775,0.501181058097197,0.64,0.5039844372272482,0.64,0.0,0.7000000000000001,0.9659264346764347,0.501181058097197,0.02693664597856959,-0.019476440432306088,0.2088888888888889,0.38382838283828385,0.1980573323856906,0.06720554519464726,0.0,NORMAL,
6,1786288285.264339,0.48294028131076955,0.64,0.4921333783266636,0.64,1.0,0.7000000000000001,0.8595848595848596,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.24366666666666667,0.35918591859185917,0.15517649846008055,0.05926909779866748,0.0,NORMAL,
7,1786288285.3586113,0.5133928571428569,0.64,0.501205357142857,0.64,0.0,0.6124999999999999,0.6698336385836385,0.5133928571428569,0.2214806575207022,0.05951056729699594,0.25955555555555554,0.33377337733773377,0.12414119876806444,0.06153469416276554,0.0,NORMAL,
8,1786288285.4598706,0.5361650076394104,0.64,0.5353909241664742,0.64,0.0,0.7000000000000001,0.8063568376068376,0.5361650076394104,0.20877568953059744,0.05750085033231856,0.30777777777777776,0.3306930693069307,0.0978441127694859,0.06974941738274726,0.0,NORMAL,
9,1786288285.5851057,0.5291123528665728,0.64,0.5091956509941333,0.64,1.0,0.7000000000000001,0.9332264957264957,0.5271883723069475,0.37375733785952486,0.12811520394186457,0.35088888888888886,0.3035203520352035,0.06728263444681355,0.05368387236215694,0.0,NORMAL,
