frame_index,timestamp,waypoint_x,waypoint_y,corrected_x,corrected_y,waypoint_confidence,segmentation_confidence,road_occupancy,road_center,curvature,heading_error,white_left_ratio,white_right_ratio,white_center_ratio,steering,throttle,state,warning
0,1786261233.1997721,0.43585278961245294,0.64,0.4742401314813033,0.64,1.0,0.7000000000000001,0.8154761904761905,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.177,0.3474147414741474,0.28310826818289503,0.015111610894434212,0.0,NORMAL,
1,1786261233.2440958,0.4506814688141335,0.64,0.4798750295779419,0.64,1.0,0.7000000000000001,0.8216575091575091,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.178,0.3201320132013201,0.28618810708362946,0.02894469788474152,0.0004954917073429391,NORMAL,
2,1786261233.2989132,0.46168719196096086,0.64,0.48405720437373634,0.64,1.0,0.7000000000000001,0.8162774725274725,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.1728888888888889,0.33157315731573156,0.27292110874200426,0.04103964324257043,0.0,NORMAL,
3,1786261233.3428717,0.4732535544976753,0.64,0.4884524221376878,0.64,1.0,0.7000000000000001,0.8106684981684982,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.17233333333333334,0.35247524752475246,0.25894337834636344,0.05418959032360064,0.0,NORMAL,
4,1786261233.386835,0.48632948171481444,0.64,0.4934212744802007,0.64,1.0,0.7000000000000001,0.8009386446886447,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.19677777777777777,0.376017601760176,0.23999052357261313,0.06482870892865532,0.0,NORMAL,
5,1786261233.4274306,0.5002726040776488,0.64,0.49871966097807774,0.64,1.0,0.7000000000000001,0.7962072649572649,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2088888888888889,0.38382838283828385,0.1980573323856906,0.07340421561054664,0.0,NORMAL,
6,1786261233.4695067,0.5112655545396383,0.64,0.5028969821536338,0.64,1.0,0.7000000000000001,0.7951388888888888,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.24366666666666667,0.35918591859185917,0.15517649846008055,0.0710903305176984,0.0,NORMAL,
7,1786261233.5101407,0.5212186055229157,0.64,0.5066791415272791,0.64,1.0,0.7000000000000001,0.7644612332112332,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.25955555555555554,0.33377337733773377,0.12414119876806444,0.0643269830042386,0.0,NORMAL,
8,1786261233.55256,0.5310634809143158,0.64,0.5863845680928743,0.64,1.0,0.7000000000000001,0.7554563492063492,0.5136904692573374,1.0,-0.307581287173312,0.30777777777777776,0.3306930693069307,0.0978441127694859,0.07923935886980023,0.0,NORMAL,
9,1786261233.5906765,0.5415684675188516,0.64,0.5943745879455911,0.64,1.0,0.7000000000000001,0.7574404761904762,0.5145285014738894,1.0,-0.32376977597190665,0.35088888888888886,0.3035203520352035,0.06728263444681355,0.03997580635240403,0.0,NORMAL,
10,1786261233.628707,0.5494627177828334,0.64,0.5174119041860479,0.64,1.0,0.7000000000000001,0.7796092796092796,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.3507777777777778,0.2207920792079208,0.04809286898839138,-0.035024193647595965,0.0,NORMAL,
11,1786261233.665743,0.5548648434530614,0.64,0.5194647119407345,0.64,1.0,0.7000000000000001,0.7891483516483516,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.36944444444444446,0.20165016501650165,0.03980099502487562,-0.042573044591188144,0.0,NORMAL,
12,1786261233.7037375,0.5625737729461481,0.64,0.5223941051481075,0.64,1.0,0.7000000000000001,0.8039911477411478,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.36844444444444446,0.14862486248624862,0.018715944089078417,-0.05413107123558947,0.0,NORMAL,
13,1786261233.7439775,0.5669973991975519,0.64,0.5240750831236409,0.64,1.0,0.716308179048182,0.809981684981685,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.3191111111111111,0.1394939493949395,0.014214641080312722,-0.05680561410872054,0.006,NORMAL,
14,1786261233.7847738,0.5696223015392615,0.64,0.5250725460134905,0.64,1.0,0.738646204620462,0.8101343101343101,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.29455555555555557,0.14103410341034103,0.0,-0.05510874057522487,0.012,NORMAL,
15,1786261233.8272614,0.5695156521513631,0.64,0.5250320192460891,0.64,1.0,0.7458327344888006,0.817002442002442,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.278,0.14466446644664466,0.0009476427386875149,-0.051641356841059576,0.018000000000000002,NORMAL,
16,1786261233.8688123,0.5657071602458191,0.64,0.5235847923219824,0.64,1.0,0.7351869337893279,0.8039529914529915,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2564444444444444,0.17898789878987897,0.005922767116796968,-0.042326651898821246,0.016958325154341206,NORMAL,
17,1786261233.9098039,0.5639955090481925,0.64,0.5229343648668843,0.64,1.0,0.7750552147325607,0.8519154456654456,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.22744444444444445,0.13443344334433444,0.013030087656953328,-0.03776478273479367,0.022958325154341208,NORMAL,
18,1786261233.951168,0.5631764621016134,0.64,0.5226231270271843,0.64,1.0,0.7541540684132378,0.8608440170940171,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.21455555555555555,0.15775577557755777,0.03743188817815683,-0.0292291792336623,0.028958325154341207,NORMAL,
19,1786261233.9939902,0.5627035328686796,0.64,0.5224434139186694,0.64,1.0,0.7493626619378356,0.8623321123321124,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.20322222222222222,0.17304730473047306,0.04145936981757877,-0.019389403870597663,0.03305065327159164,NORMAL,
20,1786261234.0338633,0.5613184929880788,0.64,0.5219170987640411,0.64,1.0,0.7539783318203889,0.8724053724053724,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.186,0.18778877887788778,0.03624733475479744,-0.00822248796794493,0.033988204790824594,NORMAL,
21,1786261234.0750031,0.5557777626656003,0.64,0.5398022459564635,0.64,1.0,0.7126424060742961,0.8354319291819292,0.5019580182256151,0.5050848619118763,-0.08094244399297716,0.21244444444444444,0.2397139713971397,0.026770907367922293,0.00926634272194352,0.008247133587620019,NORMAL,
22,1786261234.1140294,0.547904209390749,0.64,0.5887859199709262,0.64,1.0,0.7285531015361664,0.7923153235653235,0.512852437040786,1.0,-0.29139279837471643,0.19311111111111112,0.233003300330033,0.026297085998578537,0.03262753615875367,0.005604369663366335,NORMAL,
23,1786261234.1548185,0.5425041508832655,0.64,0.5147676487642121,0.64,1.0,0.747080239537813,0.821504884004884,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.202,0.17546754675467546,0.04406538734896944,-0.02108053393868918,0.011604369663366334,NORMAL,
24,1786261234.1958709,0.5348955715357382,0.64,0.5931715957863386,0.64,1.0,0.7000000000000001,0.787469474969475,0.514807845546073,1.0,-0.3291659389047726,0.28844444444444445,0.21067106710671066,0.06183368869936034,0.004254217278500255,6.709021782178547e-05,NORMAL,
25,1786261234.2482524,0.5281100832268145,0.64,0.5959239434862715,0.64,1.0,0.7000000000000001,0.7715201465201466,0.5159252218348085,1.0,-0.3507505906362331,0.3436666666666667,0.22519251925192518,0.059227671167969675,-0.02921243792822136,0.0,NORMAL,
26,1786261234.304641,0.5240416793804047,0.64,0.507751909593125,0.64,1.0,0.7000000000000001,0.8252442002442002,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.29133333333333333,0.17216721672167218,0.05638474295190713,-0.07293595136693488,0.006,NORMAL,
27,1786261234.359688,0.5183560879319858,0.64,0.5055913848427258,0.64,1.0,0.7000000000000001,0.818070818070818,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.31233333333333335,0.1942794279427943,0.04904051172707889,-0.06761555381451581,0.0,NORMAL,
28,1786261234.4045897,0.5113071108012931,0.64,0.5029127735330625,0.64,1.0,0.7000000000000001,0.8115842490842491,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.31177777777777776,0.1823982398239824,0.08220800758114191,-0.06666702686701387,0.0015019860145905907,NORMAL,
29,1786261234.450417,0.5088512905103795,0.64,0.5872728939396951,0.64,1.0,0.7000000000000001,0.7955204517704517,0.5156458777626246,1.0,-0.345354427703367,0.3035555555555556,0.18833883388338835,0.07036247334754797,-0.03567776062963372,0.0006148267722772255,NORMAL,
30,1786261234.4940352,0.5076349518013991,0.64,0.5881433935446136,0.64,1.0,0.7000000000000001,0.8043727106227107,0.5159252218348085,1.0,-0.3507505906362331,0.32066666666666666,0.19295929592959296,0.051883439943141436,-0.06119884628168748,0.0,NORMAL,
31,1786261234.5514994,0.5043184634999051,0.64,0.500257087558535,0.64,1.0,0.7008218736585812,0.8335241147741148,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2966666666666667,0.1481848184818482,0.05377872542051647,-0.10221157245918058,0.006,NORMAL,
32,1786261234.5958178,0.5019061469856892,0.64,0.4993404072831331,0.64,1.0,0.7000000000000001,0.8316544566544567,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2808888888888889,0.17865786578657866,0.058990760483297794,-0.08690891863407942,0.01027304458027425,NORMAL,
33,1786261234.6387722,0.5000879193609448,0.64,0.4986494807857302,0.64,1.0,0.7130449281175453,0.8527167277167277,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2597777777777778,0.15522552255225522,0.06325515280739161,-0.07661034240576842,0.016273044580274253,NORMAL,
34,1786261234.6815825,0.49776603300977124,0.64,0.49776716397228427,0.64,1.0,0.7000000000000001,0.8273046398046398,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2877777777777778,0.20374037403740375,0.08599857853589196,-0.066771591368284,0.0021872679209315876,NORMAL,
35,1786261234.7308154,0.49447801200133457,0.64,0.5045139658750639,0.64,1.0,0.7000000000000001,0.8194062881562881,0.4994439215759601,0.20203394476474684,-0.0323769775971912,0.23155555555555554,0.25412541254125415,0.10258232646292348,-0.04281703106093802,0.0033147654342905284,NORMAL,
36,1786261234.7766871,0.4895788908135431,0.64,0.5826147986835593,0.64,1.0,0.7000000000000001,0.7715201465201466,0.5162045659069927,1.0,-0.356146753569097,0.25855555555555554,0.2704070407040704,0.10092395167022032,-0.00816579306547361,0.0,NORMAL,
37,1786261234.8204496,0.48638952909406746,0.64,0.5814028412301585,0.64,1.0,0.7000000000000001,0.7733134920634921,0.5162045659069927,1.0,-0.356146753569097,0.29677777777777775,0.23751375137513753,0.10258232646292348,-0.03550010962611669,0.0,NORMAL,
38,1786261234.864365,0.48341860467898207,0.64,0.5816065982667572,0.64,1.0,0.7000000000000001,0.7786172161172161,0.5164839099791767,1.0,-0.3615429165019624,0.31133333333333335,0.2397139713971397,0.11798152096659559,-0.056192020555087444,0.0,NORMAL,
39,1786261234.9079547,0.4791648276211272,0.64,0.583988287927765,0.64,1.0,0.7000000000000001,0.7728937728937729,0.517321942195728,1.0,-0.3777314053005589,0.325,0.25225522552255225,0.13290689410092396,-0.07089641154196345,0.0,NORMAL,
40,1786261234.9484928,0.4754858898298277,0.64,0.5825902915670712,0.64,1.0,0.7000000000000001,0.7827762515262515,0.517321942195728,1.0,-0.3777314053005589,0.34244444444444444,0.2427942794279428,0.12200900260601753,-0.08754708922641555,0.0,NORMAL,
41,1786261234.990155,0.4735963365770441,0.64,0.5778741363880209,0.64,1.0,0.7000000000000001,0.7890338827838828,0.5164839099791767,1.0,-0.3615429165019624,0.35733333333333334,0.24653465346534653,0.14048803601042406,-0.10206827660430881,0.0,NORMAL,
42,1786261235.0283794,0.4733118870819936,0.64,0.5790987538942327,0.64,1.0,0.7000000000000001,0.757554945054945,0.5167632540513607,1.0,-0.36693907943482834,0.39511111111111114,0.28272827282728275,0.19071310116086235,-0.10925112276651949,0.0,NORMAL,
43,1786261235.0851374,0.4787576606155427,0.64,0.5838335644656429,0.64,1.0,0.7000000000000001,0.7480540293040293,0.517321942195728,1.0,-0.3777314053005589,0.399,0.2891089108910891,0.16962805022506516,-0.11274194623470998,0.0,NORMAL,
44,1786261235.124255,0.48628578906390213,0.64,0.5813634200186957,0.64,1.0,0.7000000000000001,0.7596916971916972,0.5162045659069927,1.0,-0.356146753569097,0.37233333333333335,0.2871287128712871,0.15967780146884625,-0.11334314216909272,0.0,NORMAL,
45,1786261235.1631138,0.4918746491204555,0.64,0.5874853117831782,0.64,1.0,0.7000000000000001,0.7408806471306472,0.5170425981235434,1.0,-0.3723352423676923,0.38022222222222224,0.32453245324532454,0.16417910447761194,-0.10450801591265738,0.0,NORMAL,
46,1786261235.2080638,0.49986852904040696,0.64,0.594521111095753,0.64,1.0,0.7000000000000001,0.7372939560439561,0.5178806303400955,1.0,-0.3885237311662887,0.3993333333333333,0.32453245324532454,0.15209665955934612,-0.10123089245280385,0.0,NORMAL,
47,1786261235.246939,0.5059099532167195,0.64,0.595484143968421,0.64,1.0,0.7000000000000001,0.7472909035409036,0.5176012862679118,1.0,-0.3831275682334234,0.389,0.2816281628162816,0.14048803601042406,-0.10592202552172782,0.0,NORMAL,
48,1786261235.2851691,0.5071000108891386,0.64,0.5013140755664438,0.64,1.0,0.7000000000000001,0.7672847985347986,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.3601111111111111,0.24312431243124313,0.12011371712864251,-0.14787929802260677,0.0,NORMAL,
49,1786261235.329509,0.5067714037026463,0.64,0.5011892048355768,0.64,1.0,0.7000000000000001,0.7667887667887668,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.3267777777777778,0.2463146314631463,0.12722103766879886,-0.1148784663439764,0.0,NORMAL,
50,1786261235.3765082,0.5065351588965622,0.64,0.5917235971837688,0.64,1.0,0.7000000000000001,0.778464590964591,0.5167632540513607,1.0,-0.36693907943482834,0.30233333333333334,0.2297029702970297,0.11727078891257996,-0.06354683322925794,0.0,NORMAL,
51,1786261235.4162867,0.5046729877618544,0.64,0.5936813887812413,0.64,1.0,0.7000000000000001,0.7967796092796092,0.517321942195728,1.0,-0.3777314053005589,0.2831111111111111,0.19757975797579758,0.1167969675432362,-0.07563379031217358,0.0014646361980198037,NORMAL,
52,1786261235.4562845,0.5057456099981367,0.64,0.5007994032278631,0.64,1.0,0.7000000000000001,0.8250534188034188,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2658888888888889,0.1704070407040704,0.14404169628050226,-0.12227949459830231,0.007464636198019804,NORMAL,
53,1786261235.4994307,0.5052750939223366,0.64,0.5006206071190591,0.64,1.0,0.7000000000000001,0.8380265567765568,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.24022222222222223,0.1726072607260726,0.1499644633972992,-0.09527815216814689,0.013464636198019804,NORMAL,
54,1786261235.539853,0.5024149189964427,0.64,0.49953374064721945,0.64,1.0,0.7000000000000001,0.8220009157509157,0.4977678571428568,2.9842916671075933e-15,-1.6718652606120004e-16,0.2687777777777778,0.17293729372937294,0.12840559109215827,-0.08126652972343651,0.014865520065857387,NORMAL,
