timestamp,dt_ms,inference_ms,fps,lane_confidence,target_x,near_x,heading_error,curvature,risk,white_front,raw_steering,filtered_steering,steering,effective_steering,curve_load,throttle,throttle_max,state,armed,competition,green,start_authorized,start_latency_ms
1787283265.6806943,1091.338286999985,8347.949841000001,0.9163061645614323,0.0,112.0,112.0,0.0,1.0,0.0,0.5205121505095375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.7388704,8533.905775999983,56.32370799997943,0.7564808594938688,0.0,112.0,112.0,0.0,1.0,0.0,0.5224719101123596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.7727425,58.09098200001017,26.060250999989876,4.0480598657073354,0.0,112.0,112.0,0.0,1.0,0.0,0.5203814998693493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.8034065,34.78713999999172,28.036798999949042,8.987698908891085,0.0,112.0,112.0,0.0,1.0,0.0,0.5312255030049647,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.833584,29.623496999988674,28.604362999999466,13.941556506027197,0.0,112.0,112.0,0.0,1.0,0.0,0.5335772145283512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.8702044,30.423409000036372,28.75941799999282,17.72713046533812,0.0,112.0,112.0,0.0,1.0,0.0,0.5254768748366867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.903363,36.6459260000056,30.472420000023703,19.639336961496635,0.0,112.0,112.0,0.0,1.0,0.0,0.5226025607525477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.9340458,32.90517599998566,28.824783999993997,21.78954069089826,0.0,112.0,112.0,0.0,1.0,0.0,0.5282205382806375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283265.9703245,30.758362999961264,28.65108200001032,23.933929180151345,0.0,112.0,112.0,0.0,1.0,0.0,0.5184217402665273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.0023627,36.3455040000531,30.14803899998242,24.649887232325455,0.0,112.0,112.0,0.0,1.0,0.0,0.5199895479487849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.033871,31.94197999999915,29.64072899999337,25.981262400820533,0.0,112.0,112.0,0.0,1.0,0.0,0.5322707081264698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.070227,31.54404699995439,28.57591700001194,27.125350460990052,0.0,112.0,112.0,0.0,1.0,0.0,0.5261301280376274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.1021905,36.5630510000301,29.85740000002579,27.170283405459728,0.0,112.0,112.0,0.0,1.0,0.0,0.5432453619022733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.1361148,31.722383999976955,31.47722299996758,28.040923117934714,0.0,112.0,112.0,0.0,1.0,0.0,0.5415469035798275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.1725678,33.88039399999343,29.79843999997911,28.335857566695008,0.0,112.0,112.0,0.0,1.0,0.0,0.5394564933368173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.205319,36.96311000004471,30.719082999951297,28.079486172711714,0.0,112.0,112.0,0.0,1.0,0.0,0.5442905670237784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.2363098,32.2135909999588,29.15936499999816,28.67214854893291,0.0,112.0,112.0,0.0,1.0,0.0,0.5480794355892344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787283266.273132,31.005756000013207,28.65065800000366,29.388134045920026,0.0,112.0,112.0,0.0,1.0,0.0,0.5445518683041547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
