time,fps,latency_ms,lane_conf,target_x,risk,steering,throttle,state
1786104455.2345934,0.5125823778253011,1936.7376839800272,0.5717329545454546,348.32936523764874,0.0,-0.07866544067132178,0.008,follow
1786104455.2602575,38.938596148455986,24.740228982409462,0.5635298295454545,383.6734120259397,0.0,0.08133455932867822,0.016,follow
1786104455.287245,37.05813686923744,26.538019999861717,0.5473845880681818,380.73954741482424,0.0,0.010771295881184098,0.024,follow
1786104455.3142889,36.976375221188555,26.270556001691148,0.5260769708806818,280.4283610655219,0.0,-0.1492287041188159,0.032,follow
1786104455.3365662,44.90095139685513,21.738366020144895,0.499549462890625,347.78131063287253,0.0,0.010771295881184112,0.04,follow
1786104455.3605247,41.71908151012729,23.449318978236988,0.4673918099698154,691.1196263073293,0.0,0.17077129588118412,0.048,follow
1786104455.3835573,43.4187394419142,22.546330001205206,0.43157456284401635,719.0,0.0,0.33077129588118415,0.056,follow
1786104455.405281,46.032258663800924,21.159884985536337,0.39114136357588336,282.48836594391787,0.0,0.17077129588118414,0.064,follow
1786104455.4318037,37.70071768383162,26.00734800216742,0.4632972840515969,403.8280564088221,0.0,0.33077129588118415,0.07200000000000001,follow
1786104455.448946,58.3389591291136,16.530819004401565,0.4210828653153562,380.46647034297854,0.0,0.17077129588118414,0.08000000000000002,follow
1786104455.4769096,35.766650652641054,27.408768015448004,0.48872516927316334,412.4137805750008,0.0,0.33077129588118415,0.08800000000000002,follow
1786104455.5010407,41.441200617940765,23.455305985407904,0.5200151100275562,386.630817312576,0.0,0.17077129588118414,0.09600000000000003,follow
1786104455.5282898,36.686784247908264,26.699951995396987,0.5299132306088206,381.0768782082208,0.0,0.01077129588118414,0.10400000000000004,follow
1786104455.5522175,41.79838554331247,23.485581012209877,0.5255337987593697,453.8419060777733,0.0,0.17077129588118414,0.09,follow
1786104455.5776887,39.26123703124536,24.96170299127698,0.5100096112390449,555.0497556311061,0.0,0.33077129588118415,0.09,follow
1786104455.601326,42.306533584402274,22.94503600569442,0.489105679123561,613.0144329373006,0.0,0.4907712958811842,0.09,follow
1786104455.6260688,40.41426072179358,24.18640602263622,0.46060335052122375,623.7836401745101,0.0,0.6507712958811842,0.09,follow
1786104455.6500254,41.74163462571929,23.41786801116541,0.42939928011152273,469.2468016706406,0.0,0.4907712958811842,0.09307459538525412,follow
1786104455.6718607,45.80067577278922,21.28539397381246,0.39420186161794435,439.07377345630283,0.0,0.33077129588118415,0.10107459538525412,follow
1786104455.6924367,48.59396281658953,20.08487397688441,0.3519343350516638,472.5000000002139,0.0,0.4907712958811842,0.09,follow
1786104455.7137516,46.918271813254115,20.69382998161018,0.3844924030108542,431.4188301777665,0.0,0.33077129588118415,0.09,follow
1786104455.73525,46.51734850713719,20.98690200364217,0.409756709684328,430.12061099345897,0.0,0.17077129588118414,0.098,follow
1786104455.7605853,39.46613056642869,24.7686920047272,0.47726160561299497,457.40610743464015,0.0,0.33077129588118415,0.09,follow
1786104455.7861178,39.16501749987464,25.015735998749733,0.5125637936484467,428.9941209130097,0.0,0.17077129588118414,0.098,follow
1786104455.8110368,40.14056262894275,24.40453998860903,0.5314086533714903,431.93527534604164,0.0,0.21691637727336846,0.0927650216435665,follow
1786104455.838963,35.80236591754529,27.334534999681637,0.539183380373287,444.5832853222369,0.0,0.3630318863743038,0.09,follow
1786104455.8646984,38.85722308470421,25.169405998894945,0.5356609586062728,374.2206040858705,0.0,0.20303188637430378,0.09,follow
1786104455.8905077,38.76275785936468,25.30576998833567,0.5315070378668046,396.96203242347036,0.0,0.31908487603561303,0.098,follow
1786104455.9162133,38.89490550920149,25.168485997710377,0.5202309950679684,504.04936683414235,0.0,0.479084876035613,0.09,follow
1786104455.9421492,38.5593040894883,25.38306498900056,0.5020883570214522,535.3949657943308,0.0,0.639084876035613,0.09,follow
1786104455.9694371,36.64704729723883,26.663274999009445,0.4817196479730348,435.6843982856228,0.0,0.479084876035613,0.09702305929157258,follow
1786104455.996989,36.3248902668353,26.985803007846698,0.4580396461824726,451.40615997405564,0.0,0.3950360533008252,0.1027669824067158,follow
1786104456.0223074,39.46259988262796,24.853406008332968,0.42997008820042537,719.0,0.0,0.5550360533008252,0.09,follow
1786104456.0461342,41.967697456698595,23.397764016408473,0.4009116652848219,452.46480051304445,0.0,0.39503605330082514,0.098,follow
1786104456.0688872,43.94996824916789,22.146446019178256,0.363007355162407,177.43908963387048,0.0,0.23503605330082514,0.09,follow
1786104456.0922976,42.755925552258084,22.87988501484506,0.3916898660828373,435.9977188128603,0.0,0.39503605330082514,0.09,follow
1786104456.1147964,44.404835344473064,21.99130001827143,0.41257071409020785,436.47861892365535,0.0,0.23503605330082514,0.098,follow
1786104456.1431441,35.30097932299254,27.817319991299883,0.4749891459768169,440.12286786771193,0.0,0.2146978508392956,0.10600000000000001,follow
1786104456.1767633,29.73556932001347,33.032581995939836,0.506985132384931,450.5812553233103,0.0,0.29667007409720164,0.11400000000000002,follow
1786104456.206435,33.69492364223026,28.994093008805066,0.5192065292320234,465.8242735601828,0.0,0.40008678828414046,0.10606631807808149,follow
1786104456.2345996,35.50845840913597,27.514710003742948,0.5185744428644515,552.2794479947086,0.0,0.5600867882841405,0.09,follow
