timestamp,fps,lane_confidence,target_x,risk,white_front,steering,throttle,throttle_max,state,armed,competition,green,start_authorized,start_latency_ms
1787207751.446236,0.19164307504479816,0.13657834101382488,0.0,0.0,0.09798798014110269,-0.2,0.1,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.5131028,0.173146047905071,0.12091013824884791,42.9285714286525,0.0,0.09419911157564673,-0.4,0.2,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.6070507,3.1438843345105814,0.0,112.0,0.0,0.09602822053828064,-0.4,0.30000000000000004,0.9999999999999999,slow:lane_dropout,0,0,0,0,-1.0
1787207751.65102,4.642053790990865,0.11448156682027649,0.0,0.0,0.08714397700548733,-0.6000000000000001,0.35019972580645153,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.6944351,8.13656847067495,0.11805299539170508,9.892857142791627,0.0,0.09263130389338908,-0.8,0.3497559314516128,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.7414958,11.257809203792744,0.11591013824884791,0.0,0.0,0.09210870133263653,-1.0,0.3493285856854838,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.7840276,13.23874228779697,0.1244815668202765,0.0,0.0,0.09041024301019075,-1.0,0.34938607636088703,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.8469043,15.314599373468479,0.12233870967741936,0.0,0.0,0.09302325581395349,-1.0,0.34933469436743947,0.9999999999999999,follow,0,0,0,0,-1.0
1787207751.8988996,15.434761595682255,0.11305299539170507,0.0,0.0,0.0870133263652992,-1.0,0.3488866578723538,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.220635,16.150118331381808,0.0,0.0,0.0,0.10112359550561797,-1.0,0.4488866578723538,0.9999999999999999,slow:lane_dropout,0,0,0,0,-1.0
1787207752.2577856,13.542889162950189,0.11091013824884793,0.0,0.0,0.0898876404494382,-1.0,0.4188866578723538,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.3001478,16.20493887422412,0.10305299539170507,0.0,0.0,0.08374706036059577,-1.0,0.38888665787235377,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.3370113,17.66511260124609,0.11305299539170507,10.392857142791854,0.0,0.10478181343088581,-1.0,0.35888665787235374,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.3702023,19.597638529249362,0.0,112.0,0.0,0.10112359550561797,-1.0,0.4588866578723537,0.9999999999999999,slow:lane_dropout,0,0,0,0,-1.0
1787207752.4156632,21.68749923081474,0.1244815668202765,36.75000000020043,0.0,0.09681212437940946,-1.0,0.4288866578723537,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.458212,21.612508479514872,0.11376728110599077,52.71428571436445,0.0,0.09459106349621113,-1.0,0.39888665787235367,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.4934025,22.15762852471636,0.11019585253456221,4.7142857143644505,0.0,0.09328455709432976,-1.0,0.36888665787235364,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.5348272,23.386073514705814,0.1305299539170507,52.71428571436445,0.0,0.10047034230467729,-0.9805433872487155,0.34850707262941805,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.5749047,23.509982812505832,0.12233870967741936,4.7142857143644505,0.0,0.08884243532793311,-1.0,0.3486754415688377,0.9999999999999999,follow,0,0,0,0,-1.0
1787207752.615139,23.8502536870795,0.11591013824884791,0.0,0.0,0.09263130389338908,-1.0,0.34851821827340246,0.9999999999999999,follow,0,0,0,0,-1.0
