timestamp,fps,lane_confidence,target_x,risk,white_front,steering,throttle,throttle_max,state,armed,competition,green,start_authorized,start_latency_ms
1787115567.0063527,0.21964932119135644,0.0,112.0,0.0,0.0,0.0,0.0,1.0,wait:lane_lock,0,0,0,0,-1.0
1787115567.067043,0.1978567536377438,0.0,112.0,0.0,0.0,0.0,0.0,1.0,wait:lane_lock,0,0,0,0,-1.0
1787115568.2836761,3.5865477785302518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,wait:lane_lock,0,0,0,0,-1.0
1787115568.3459826,3.0335592753440435,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.3701396,5.664592429955819,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.401076,12.816267975010158,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.4308598,16.677896044937654,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.4643233,20.09762279942955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.4996905,22.06762764373258,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.52854,23.27512826029937,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.5556388,25.58682362691856,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.5898411,27.876444385123825,0.0,112.0,0.0,0.003527567285079697,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.619704,28.051818437334532,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.6470604,29.271326903170277,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.684134,30.713299662399333,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.7163446,29.835293063318716,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.743528,30.262911828141178,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.7764995,31.55455773815996,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.8062541,31.217121689366596,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.8340762,31.832420615261952,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.8687482,32.51535460503278,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.90199,31.85427601842893,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.930961,31.521101800617547,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.9645753,32.09290940667591,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115568.9905164,31.575547360618813,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.0172453,33.07091601195492,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.0484238,33.933346802089744,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.073486,33.51386087638445,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.097807,34.86481251548773,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.1290753,36.13217649746514,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.1559255,35.231753774312516,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.1800551,35.72834166912403,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.208243,36.883295645441535,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.233023,36.564839837310544,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.2557604,37.37053951203161,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.2856162,38.700385817598246,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.3152597,37.62878003140744,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.3387234,36.8463604033922,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.3713639,38.05326871064336,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.398681,36.51927870513739,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.4221342,36.47886966493343,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.452631,37.891690771304404,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.4869146,36.8262508420853,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.5179899,35.324079776955074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.5483134,34.703207807846184,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.5741844,34.31234640945793,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.6057224,35.22499400118822,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.6336384,34.533735296670784,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.6636174,34.70183738212899,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.684321,34.502557050932275,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.7170343,37.25260887892195,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.739532,35.85914886489979,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.7609332,37.71228195863854,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.7900217,39.509451442046796,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.8125224,38.456803507606296,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.838609,39.662722422797344,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.865669,39.42493167439696,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.8877966,38.81919905875429,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.908947,40.23663673085343,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.938201,41.68039229874582,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.9642606,40.01813951848723,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115569.9861994,39.898240178457954,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.01524,40.80405440253588,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.0370803,39.630386689496866,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.0586216,40.93742223049093,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.0932171,42.01189029935276,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.116753,39.27991824593356,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.138122,40.19619222677252,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.165414,41.52679846357487,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.1892664,40.51763565377344,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.2168727,40.81629603253081,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.2436953,39.9166212269892,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.2671623,39.34822092485019,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.2893875,40.02707396752064,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.3172307,41.034166822225906,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.340411,39.86762734781021,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.3624916,40.74823808579741,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.3896074,41.661104232273885,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.415128,40.645641846719855,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.4401119,40.39307825540638,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.4719472,40.12171740998779,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.4970407,38.474529019786,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.5272985,38.8238147866985,0.0,223.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.567753,36.77905656781186,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.5925324,35.00335655457053,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.615441,36.04505760841742,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.6436493,37.645373049692964,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.6745973,37.02128424692838,0.0,23.662878788096577,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.6973908,36.21022822511395,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.724574,37.80499944558654,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.7489464,37.52159779181188,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
1787115570.7728887,38.28382373461401,0.0,112.0,0.0,0.0,0.0,0.0,1.0,stop:lane_lost,0,0,0,0,-1.0
