time,fps,latency_ms,lane_conf,target_x,risk,steering,throttle,state
1786527226.1527276,1.5669927395736372,623.9571860000979,0.0,33.98175076407843,0.0,0.0,0.0,wait:lane_lock
1786527226.2429976,3.149296517545002,84.12631900000633,0.0,82.58807599950052,0.0,0.0,0.0,wait:lane_lock
1786527226.3020885,16.481561969510572,54.59217299994634,0.0,88.91403949536004,0.0,0.0,0.0,wait:lane_lock
1786527226.373396,14.025777162351417,66.81471800038707,0.0,90.19497638863925,0.7160714285714287,0.0,0.0,stop:lane_lost
1786527226.4550874,12.356687142492667,76.77792699996644,0.5016532258064516,134.5,0.7245854591836736,0.2,0.03,avoid:obstacle
1786527226.514174,16.922080655183663,54.08700099997077,0.5016532258064516,134.5,0.7204081632653062,0.4,0.06,avoid:obstacle
1786527226.5810983,14.742930035240807,62.7470990002621,0.5016532258064516,134.5,0.72015306122449,0.6000000000000001,0.09,avoid:obstacle
1786527226.647833,14.975716351797008,62.66157599975486,0.5016532258064516,135.0,0.7165816326530614,0.62,0.12,avoid:obstacle
1786527226.713462,15.26132803744016,61.476644999856944,0.0,87.23227433595304,0.7245854591836736,0.62,0.15,avoid:obstacle
1786527226.775416,16.13259834284951,57.72304599986455,0.0,88.95975343840996,0.7248724489795919,0.62,0.18,avoid:obstacle
1786527226.8386412,15.791309631779637,55.22672200004308,0.0,90.12456006509797,0.72015306122449,0.62,0.18,avoid:obstacle
1786527226.8916135,19.081115309541126,48.315894000097614,0.0,98.21150610898468,0.721014030612245,0.62,0.18,avoid:obstacle
1786527226.9508781,16.587015541527272,55.68215199991755,0.5016532258064516,134.5,0.7245854591836736,0.62,0.18,avoid:obstacle
1786527227.0124054,16.495410762349312,57.276105000255484,0.5016532258064516,134.5,0.7291454081632653,0.62,0.18,avoid:obstacle
1786527227.073455,16.26000290982933,56.91437599989513,0.0,92.04381617616087,0.7245854591836736,0.62,0.18,avoid:obstacle
1786527227.1343741,16.33312172682259,57.0990169999277,0.0,89.33050709976015,0.7204081632653062,0.62,0.18,avoid:obstacle
1786527227.192999,17.195029810994814,54.49123200014583,0.0,87.3042765581514,0.7287308673469388,0.62,0.18,avoid:obstacle
1786527227.2535207,16.444547964709724,56.58613700006754,0.5063709677419355,134.5,0.7245854591836736,0.62,0.18,avoid:obstacle
1786527227.305846,19.29081820912585,47.831765999944764,0.0,98.9995373280617,0.7207270408163267,0.62,0.18,avoid:obstacle
1786527227.359503,18.768952653725197,48.94096499992884,0.0,89.92080236049964,0.7204081632653062,0.62,0.18,avoid:obstacle
1786527227.4161534,17.36605139103917,52.36596200029453,0.0,98.11833023178724,0.7245854591836736,0.62,0.18,avoid:obstacle
1786527227.4711733,18.183455023261544,51.07019500019305,0.0,98.24073807557272,0.7287308673469388,0.62,0.18,avoid:obstacle
1786527227.5285466,17.645341412953268,52.94108199996117,0.0,89.97677804426053,0.7242346938775511,0.62,0.18,avoid:obstacle
1786527227.5947428,15.142443680588693,61.65076399975078,0.5016532258064516,134.5,0.7245854591836736,0.62,0.18,avoid:obstacle
1786527227.661598,14.801943045124267,63.20773700008431,0.5016532258064516,134.5,0.7198660714285715,0.62,0.18,avoid:obstacle
1786527227.7268796,15.456878670366253,60.71855000027426,0.5063709677419355,135.5,0.7118622448979592,0.62,0.18,avoid:obstacle
1786527227.786933,16.541171828583536,55.81981300019834,0.0,93.68653298696069,0.7245854591836736,0.62,0.18,avoid:obstacle
1786527227.8495347,16.018138940546567,58.24644600033935,0.0,87.22411708367872,0.7204081632653062,0.62,0.18,avoid:obstacle
1786527227.9960365,6.84701620624112,141.9512429997667,0.0,214.54881688075076,0.7044961734693878,0.62,0.18,avoid:obstacle
