timestamp,dt_ms,inference_ms,fps,lane_confidence,target_x,near_x,heading_error,curvature,risk,white_front,raw_steering,filtered_steering,steering,effective_steering,curve_load,throttle,throttle_max,state,armed,competition,green,start_authorized,start_latency_ms
1787284456.685137,1840.663837999955,8794.89477800007,0.5432822546710044,0.7459677419354839,51.03528593662291,6.7180644762557336,0.6331031637195311,0.3727865391103643,0.0,0.41429318003658216,-0.13039307996254193,-0.03911792398876258,-0.03911792398876258,-0.07823584797752516,0.5064825309756249,0.3,1.1,follow,0,0,0,0,-1.0
1787284456.7559435,8865.833807000057,68.19933700001002,0.4571843136698557,0.6975806451612904,53.35012717708486,4.902792856462753,0.6921047760088872,1.0,0.0,0.4094591063496211,-0.09339791405079509,-0.05540192100737233,-0.05540192100737233,-0.11080384201474466,0.901296506195125,0.5099430925402859,1.1,follow,0,0,0,0,-1.0
1787284456.7947803,70.8540800000037,30.545759000006,3.1884501096958253,0.6975806451612904,54.44459579009899,5.997261469476882,0.6921047760088872,1.0,0.0,0.41429318003658216,-0.08366570638011553,-0.06388105661919528,-0.06388105661919528,-0.12776211323839057,0.980259301239025,0.4552479200403006,1.1,follow,0,0,0,0,-1.0
1787284456.839369,38.61607900000763,42.286447999913435,7.729949823720286,0.6975806451612904,56.591830818869745,5.779563432521549,0.7258895340906886,1.0,0.0,0.41063496211131434,-0.05507078929451292,-0.061237976421790574,-0.061237976421790574,-0.12247595284358115,0.996051860247805,0.42803536913708656,1.1,follow,0,0,0,0,-1.0
1787284456.8797002,44.5107209999378,38.122121000014886,10.677259349682737,0.6975806451612904,57.19643640216767,6.986767955783243,0.7172809778054918,1.0,0.0,0.4137705774758296,-0.052901028711321074,-0.05873689210864973,-0.05873689210864973,-0.11747378421729945,0.999210372049561,0.416083452395157,1.1,follow,0,0,0,0,-1.0
1787284456.9283023,40.33405000006951,40.444987000000765,13.500397058517857,0.6975806451612904,56.91108289682389,7.266594987862213,0.709206970128024,1.0,0.0,0.41821269924222626,-0.05697983459818837,-0.05820977485551132,-0.05820977485551132,-0.11641954971102264,0.9998420744099122,0.41108930642225633,1.1,follow,0,0,0,0,-1.0
1787284456.9717114,49.01062099997944,40.74582199996257,14.881065776899884,0.6975806451612904,56.26613284874685,7.402855115353731,0.6980468247627588,1.0,0.0,0.4280114972563366,-0.06445363452529831,-0.06008293275644742,-0.06008293275644742,-0.12016586551289483,0.9999684148819824,0.4090489721778703,1.1,follow,0,0,0,0,-1.0
1787284457.0117567,42.987697999933516,37.84019299996544,16.557346458252205,0.6427649769585253,57.95801252186774,6.0381794192811284,0.741711901465523,1.0,0.0,0.3924745231251633,-0.03744098284108105,-0.0532903477818375,-0.0532903477818375,-0.106580695563675,0.9999936829763965,0.4036195888711481,1.1,follow,0,0,0,0,-1.0
1787284457.05815,40.04847700002756,38.490819000003285,18.239824876519982,0.6975806451612904,56.345000141711985,8.085347771244876,0.6894236052923872,0.9799099748631149,0.0,0.39012281160177686,-0.06635494595187474,-0.05720972723284867,-0.05720972723284867,-0.11441945446569735,0.9969811267594042,0.40465475565893877,1.1,follow,0,0,0,0,-1.0
1787284457.09903,46.59962899995662,37.883058000034,18.883739564038756,0.6975806451612904,55.50065691317695,7.18101847517152,0.6902805491143632,1.0,0.0,0.4009668147373922,-0.07119785859232686,-0.06140616664069212,-0.06140616664069212,-0.12281233328138424,0.9993962253518809,0.405258857552088,1.1,follow,0,0,0,0,-1.0
