timestamp,dt_ms,inference_ms,fps,lane_confidence,target_x,near_x,heading_error,curvature,risk,white_front,raw_steering,filtered_steering,steering,effective_steering,curve_load,throttle,throttle_max,state,armed,competition,green,start_authorized,start_latency_ms
1787276769.0659506,34838.346901000026,1955.4711040000257,0.028704002599253507,0.34736175115207374,2.000000000000005,2.0000000000000013,5.075305255429287e-17,5.43960126730231e-16,0.0,0.013848967859942513,-0.5843750000000001,-0.1753125,-0.1753125,-0.1753125,0.14025,0.3,1.0,follow,0,0,0,0,-1.0
1787276769.1774766,2002.978948999953,87.73203500004456,0.1228144761528802,0.346647465437788,4.923890913963201,1.0921441874795148,0.05473923894976695,0.9220556588977672,0.0,0.010060099294486542,-0.5455450578346404,-0.28638226735039213,-0.28638226735039213,-0.28638226735039213,0.7656945271182138,0.28460761652903227,1.0,follow,0,0,0,0,-1.0
1787276769.2372267,90.51454600012221,51.65413599979729,2.3078411865502217,0.34736175115207374,3.1644362443182255,3.164436244318222,5.075305255429287e-17,5.43960126730231e-16,0.0,0.013065064018813691,-0.5666617437841748,-0.3704661102805269,-0.3704661102805269,-0.3704661102805269,0.7064102645925608,0.14883579752884896,1.0,follow,0,0,0,0,-1.0
1787276769.286756,60.06083600004786,46.155939000072976,5.176229928191331,0.346647465437788,5.37472402026337,1.5429772937796837,0.05473923894976695,0.9220556588977672,0.0,0.014502221060883199,-0.5323916972168036,-0.4190437863614099,-0.4190437863614099,-0.4190437863614099,0.878926580036726,0.05874454352877717,1.0,follow,0,0,0,0,-1.0
1787276769.3287935,49.13605899992035,39.228021999861085,8.211314450751214,0.34736175115207374,3.283327596699691,3.2833275966996873,5.075305255429287e-17,5.43960126730231e-16,0.0,0.01659263130389339,-0.5587932440525569,-0.46096862366875396,-0.46096862366875396,-0.46096862366875396,0.8162328865815301,0.01821488745785807,1.0,follow,0,0,0,0,-1.0
1787276769.3780138,42.207725000025675,39.71021999996083,11.3075206441604,0.346647465437788,5.398121069775204,1.5663743432915176,0.05473923894976695,0.9220556588977672,0.0,0.01188920825712046,-0.5256240025043252,-0.4803652373194253,-0.4803652373194253,-0.4803652373194253,0.9008911044345198,0.007285954983143227,1.0,follow,0,0,0,0,-1.0
1787276769.4206967,49.19454900027631,40.31190100022286,13.111507592375833,0.346647465437788,4.323653750639176,4.0211042375632875,0.00432213590108412,0.506547032862824,0.0,0.02077345178991377,-0.5456792682627735,-0.49995944660242975,-0.49995944660242975,-0.49995944660242975,0.8417394936987654,0.0029143819932572913,1.0,follow,0,0,0,0,-1.0
1787276769.462446,42.58023299962588,38.791917999787984,15.186221235883394,0.34736175115207374,2.7288003536439382,2.7288003536439347,5.075305255429287e-17,5.43960126730231e-16,0.0,0.00810033969166449,-0.5555722937691993,-0.5166433007524606,-0.5166433007524606,-0.5166433007524606,0.7929750647568197,0.0011657527973029165,1.0,follow,0,0,0,0,-1.0
1787276769.5120058,41.79938300012509,40.69706500013126,16.933736610622702,0.346647465437788,5.134398527722973,1.3026518012392865,0.05473923894976695,0.9220556588977672,0.0,0.015939378102952706,-0.5216823317908001,-0.5181550100639624,-0.5181550100639624,-0.5181550100639624,0.8962395400695777,0.00046630111892116666,1.0,follow,0,0,0,0,-1.0
1787276769.5557547,51.07276900025681,39.926630999616464,17.462970425119018,0.346647465437788,4.226165506780389,3.9236159937045008,0.00432213590108412,0.506547032862824,0.0,0.006009929448654298,-0.54170485339277,-0.5252199630626047,-0.5252199630626047,-0.5252199630626047,0.8405866035185318,0.0001865204475684667,1.0,follow,0,0,0,0,-1.0
1787276769.5966575,42.14366099995459,38.39456600007907,18.716048530278584,0.34736175115207374,2.7109379457818283,2.710937945781825,5.075305255429287e-17,5.43960126730231e-16,0.0,0.01019074993467468,-0.551998284284323,-0.5332534594291201,-0.5332534594291201,-0.5332534594291201,0.79448663190512,7.460817902738668e-05,1.0,follow,0,0,0,0,-1.0
1787276769.6435645,41.04087499990783,38.95160999991276,19.846029271562237,0.346647465437788,5.16945964301145,1.3377129165277637,0.05473923894976695,0.9220556588977672,0.0,0.012281160177684871,-0.5184292954201246,-0.5288062102264214,-0.5288062102264214,-0.5288062102264214,0.8965418534992378,2.9843271610954673e-05,1.0,follow,0,0,0,0,-1.0
1787276769.6874716,46.97121799972592,41.479531999812025,20.13475004800412,0.34736175115207374,3.2877995012421937,3.28779950124219,5.075305255429287e-17,5.43960126730231e-16,0.0,0.007577737130911941,-0.546623435633525,-0.5341513778485525,-0.5341513778485525,-0.5341513778485525,0.842183282151635,1.193730864438187e-05,1.0,follow,0,0,0,0,-1.0
1787276769.729578,43.70614400022532,38.640976999886334,20.683815712514672,0.346647465437788,3.3128537516570047,3.0103042385811163,0.00432213590108412,0.506547032862824,0.0,0.010974653775803502,-0.5445532092823657,-0.5372719272786964,-0.5372719272786964,-0.5372719272786964,0.7964465789206941,4.7749234577527485e-06,1.0,follow,0,0,0,0,-1.0
1787276769.7768054,42.15579699985028,39.54698699999426,21.291358554802166,0.346647465437788,5.536940889359079,1.7051941628753928,0.05473923894976695,0.9220556588977672,0.0,0.011105304415991639,-0.5145273970676505,-0.5304485682153827,-0.5304485682153827,-0.5304485682153827,0.8969338429023526,1.9099693831010997e-06,1.0,follow,0,0,0,0,-1.0
1787276769.8228338,47.4893539999357,43.49619200002053,21.244557060940725,0.346647465437788,6.641975575020447,2.8102288485367604,0.05473923894976695,0.9220556588977672,0.0,0.015155474261823882,-0.5078211300408672,-0.5236603367630279,-0.5236603367630279,-0.5236603367630279,0.9170312956986842,7.639877532404398e-07,1.0,follow,0,0,0,0,-1.0
1787276769.8649123,45.715721000306075,39.607770000202436,21.370508291707747,0.346647465437788,4.866034424479806,4.5634849114039175,0.00432213590108412,0.506547032862824,0.0,0.014502221060883199,-0.5347633790991162,-0.5269912494638543,-0.5269912494638543,-0.5269912494638543,0.8585252887634598,3.05595101296176e-07,1.0,follow,0,0,0,0,-1.0
1787276769.912166,42.08626399986315,39.4235989997469,21.848550943458687,0.346647465437788,6.086439592693035,2.254692866209348,0.05473923894976695,0.9220556588977672,0.0,0.01607002874314084,-0.5116458272337859,-0.5223876227948339,-0.5223876227948339,-0.5223876227948339,0.9093495848709057,1.222380405184704e-07,1.0,follow,0,0,0,0,-1.0
1787276769.9512138,47.708370000236755,35.625961999812716,21.670977270833365,0.346647465437788,4.497543577301544,4.194994064225655,0.00432213590108412,0.506547032862824,0.0,0.011758557616932322,-0.537097000413398,-0.5268004360804031,-0.5268004360804031,-0.5268004360804031,0.8519672125523303,4.889521620738816e-08,1.0,follow,0,0,0,0,-1.0
1787276769.988642,38.58670499994332,35.24303600033818,22.519914193486475,0.346647465437788,5.875959745164193,2.044213018680507,0.05473923894976695,0.9220556588977672,0.0,0.011627906976744186,-0.5126708563865647,-0.5225615621722515,-0.5225615621722515,-0.5225615621722515,0.9080379696286798,1.9558086482955267e-08,1.0,follow,0,0,0,0,-1.0
1787276770.0323,38.706551999894145,33.950245999676554,23.183015211820596,0.346647465437788,6.579337216778173,2.7475904902944865,0.05473923894976695,0.9220556588977672,0.0,0.016853932584269662,-0.5083237304256016,-0.5182902126482565,-0.5182902126482565,-0.5182902126482565,0.9192521210439497,7.823234593182106e-09,1.0,follow,0,0,0,0,-1.0
