timestamp,fps,lane_confidence,target_x,risk,steering,throttle,state,armed
1786424185.6659167,0.2865340718921363,1.0,54.28827710759002,0.0,-0.16,0.008,follow,0
1786424186.3410654,0.232457879240093,1.0,54.249455810302535,0.0,-0.32,0.016,follow,0
1786424186.4202127,0.6640744131544387,1.0,54.27175842105545,0.0,-0.48,0.024,follow,0
1786424186.5064473,3.0563648855097316,1.0,54.280866812721825,0.0,-0.6008993894201661,0.032,follow,0
1786424186.5886898,4.766249285748072,1.0,54.30101538739329,0.0,-0.6012809204968529,0.04,follow,0
1786424186.6511838,6.18347338341877,1.0,54.29686577350614,0.0,-0.6027355264769659,0.048,follow,0
1786424186.717272,8.270348776001207,1.0,54.308303732884625,0.0,-0.6030062078697391,0.056,follow,0
1786424186.7883313,9.577359789215212,1.0,54.311501666614305,0.0,-0.6033519641268565,0.064,follow,0
1786424186.8595774,10.527769252278615,1.0,54.32650643521386,0.0,-0.6029460897408014,0.07200000000000001,follow,0
1786424186.931738,11.240081115674217,1.0,54.298992648102,0.0,-0.6040542644779855,0.08000000000000002,follow,0
1786424186.9988003,11.753861572182315,1.0,54.26572820272801,0.0,-0.6046159654967943,0.08800000000000002,follow,0
1786424187.0718708,12.389553348154095,1.0,54.28226240747925,0.0,-0.6036577084111241,0.09,follow,0
1786424187.1389933,12.655853385311222,1.0,54.289109375604454,0.0,-0.6034953172068648,0.09,follow,0
1786424187.2106452,13.096405694186359,1.0,54.30026563383849,0.0,-0.6033675662972369,0.09,follow,0
1786424187.2832894,13.257460667123981,1.0,54.276774060882474,0.0,-0.6044616778790614,0.09,follow,0
1786424187.3505197,13.374677213947098,1.0,54.29407655186765,0.0,-0.6036875896921713,0.09,follow,0
1786424187.4179277,13.619189479370007,1.0,54.31983666809761,0.0,-0.6029769369267575,0.09,follow,0
1786424187.4861991,13.895620332574506,1.0,54.266837547008706,0.0,-0.6047098391256632,0.09,follow,0
1786424187.5520105,14.051766498128067,1.0,54.24583171155486,0.0,-0.6048313892585362,0.09,follow,0
1786424187.618616,14.223987181887644,1.0,54.266062345568585,0.0,-0.6037578859860467,0.09,follow,0
1786424187.6977406,14.113600303552435,1.0,54.314061464814884,0.0,-0.6027911801554618,0.09,follow,0
1786424187.7657695,14.070630639594324,1.0,54.30762477681726,0.0,-0.6034839647233705,0.09,follow,0
1786424187.8311338,14.221604938646633,1.0,54.29857743907037,0.0,-0.6036755570239895,0.09,follow,0
1786424187.8973947,14.443674589296299,1.0,54.28762569073744,0.0,-0.6041236534730872,0.09,follow,0
1786424187.967083,14.544619520800488,1.0,54.28706463036896,0.0,-0.6039010403289747,0.09,follow,0
1786424188.033955,14.512499248460156,1.0,54.28192988979512,0.0,-0.6041349386236775,0.09,follow,0
1786424188.10045,14.614397326600248,1.0,54.283494694288066,0.0,-0.603757284432159,0.09,follow,0
1786424188.1669805,14.725299535981192,1.0,54.29757356596521,0.0,-0.6035274223388949,0.09,follow,0
1786424188.232202,14.74296996253167,1.0,54.233497583455005,0.0,-0.605542098986093,0.09,follow,0
1786424188.297087,14.906073366417285,1.0,54.30531079181222,0.0,-0.6026824798275274,0.09,follow,0
1786424188.364191,14.976884377518921,1.0,54.283747868594375,0.0,-0.6042524496744546,0.09,follow,0
1786424188.4388225,14.927289095628284,1.0,54.309755006752965,0.0,-0.6032911377845558,0.09,follow,0
1786424188.5043097,14.673819751178996,1.0,54.30351852622995,0.0,-0.6037116118720316,0.09,follow,0
1786424188.5719151,14.755997436699403,1.0,54.30663857959108,0.0,-0.6034976169392906,0.09,follow,0
1786424188.6367576,14.757079644625382,1.0,54.28012061903334,0.0,-0.6043398742144322,0.09,follow,0
1786424188.7040129,14.903036649415782,1.0,54.290531070520956,0.0,-0.6035813171614025,0.09,follow,0
1786424188.7684536,14.903056272653725,1.0,54.28974615499408,0.0,-0.6038372656192146,0.09,follow,0
1786424188.8329058,15.01817484426257,1.0,54.299371095801206,0.0,-0.603408875139061,0.09,follow,0
1786424188.899339,15.121466205296095,1.0,54.27403719433882,0.0,-0.6041281688303319,0.09,follow,0
1786424188.965613,15.128842083035549,1.0,54.31156612930853,0.0,-0.6030880027033076,0.09,follow,0
1786424189.0314589,15.078902880471086,1.0,54.274192433625544,0.0,-0.6044517280919307,0.09,follow,0
1786424189.095615,15.144946050032186,1.0,54.26749196911082,0.0,-0.6042423867415775,0.09,follow,0
1786424189.164644,15.170315489976652,1.0,54.323434701695234,0.0,-0.6024451765277695,0.09,follow,0
1786424189.2315598,15.055156380333612,1.0,54.278748485859026,0.0,-0.6044789690147613,0.09,follow,0
1786424189.298358,15.044454840499737,1.0,54.2879823996667,0.0,-0.6037812146198099,0.09,follow,0
1786424189.366166,15.06191187852789,1.0,54.26462929298317,0.0,-0.6044937233803183,0.09,follow,0
1786424189.432434,14.989222077137507,1.0,54.28878132986422,0.0,-0.6034417633084229,0.09,follow,0
1786424189.4995923,15.016533572550891,1.0,54.26810331351322,0.0,-0.6043367602344765,0.09,follow,0
1786424189.5640414,14.98308124712387,1.0,54.27395791360864,0.0,-0.6039317346658533,0.09,follow,0
1786424189.6286502,15.05001046704778,1.0,54.26479783754688,0.0,-0.6040010422844923,0.09,follow,0
1786424189.6996677,15.159646349645204,1.0,54.29749678193225,0.0,-0.6034024327735735,0.09,follow,0
1786424189.7749348,14.88470715235872,1.0,54.279310122955295,0.0,-0.6041418367247252,0.09,follow,0
1786424189.8503544,14.62474785463867,1.0,54.304919547388295,0.0,-0.603264545232773,0.09,follow,0
1786424189.9236813,14.300371621685198,1.0,54.267910548222986,0.0,-0.6046709068565649,0.09,follow,0
1786424189.99931,14.240721718491447,1.0,54.259429995743545,0.0,-0.6042599817918082,0.09,follow,0
1786424190.0741916,14.024650563153163,1.0,54.24585025528948,0.0,-0.6047125653016219,0.09,follow,0
1786424190.1422575,13.896209510870403,1.0,54.26912651713498,0.0,-0.6038052672028215,0.09,follow,0
1786424190.2179809,14.058811012509397,1.0,54.279571915012696,0.0,-0.6036454888972457,0.09,follow,0
1786424190.2903786,13.841460152214822,1.0,54.30291690144206,0.0,-0.6036008041179122,0.09,follow,0
1786424190.3563955,13.89060996315895,1.0,54.31725672495972,0.0,-0.6029164873032236,0.09,follow,0
1786424190.4238229,14.108031171413582,1.0,54.29063763987479,0.0,-0.6042131051933455,0.09,follow,0
1786424190.4897656,14.268359675722492,1.0,54.260662897974356,0.0,-0.6046820906362973,0.09,follow,0
